  Table : fluxint_860U.tbl 
 Sequence    CENTER        INT        FWHM       FLUX      
      122  8890.045898   24.47434    0.21094    0.40819
      123  8895.213867   16.33210    0.25897    0.26996
      124  8895.457031   16.34654    0.24250    0.26966
      125  8896.559570   19.59149    0.21056    0.32642
      126  8897.255859   17.02852    0.21714    0.28171
      127  8903.123047 1179.10962    0.22346   19.49148
      128  8904.355469   25.76687    0.21163    0.42439
      129  8905.684570    9.98251    0.22296    0.15167
      130  8908.404297   42.09432    0.21533    0.69787
      131  8910.041992   34.49085    0.19875    0.56849
      132  8914.809570   10.11904    0.29492    0.13871
      133  8916.756836    9.12734    0.19713    0.15208
      134  8919.636719 1940.46436    0.36402   31.45421
      135  8920.855469   25.01721    0.23340    0.40964
      136  8921.427734    9.99042    0.26282    0.16074
      137  8922.799805    7.56524    0.19004    0.12508
      138  8924.052734   17.47659    0.23370    0.28434
      139  8926.187500   12.70066    0.20371    0.20605
      140  8926.779297   21.98475    0.23290    0.35889
      141  8927.413086    6.92819    0.17921    0.11296
      142  8928.092773   46.32400    0.25046    0.73848
      143  8929.095703    7.25601    0.26093    0.11645
      144  8929.697266   13.87011    0.22981    0.22766
      145  8930.120117    8.49894    0.22617    0.13640
      146  8931.810547    7.62570    0.18656    0.12491
      147  8933.108398    8.95370    0.26169    0.14837
      148  8933.960938   11.23813    0.21865    0.17147
      149  8934.327148    9.95420    0.19810    0.15436
      150  8934.762695    8.66524    0.24637    0.12698
      151  8935.363281   13.95580    0.19107    0.21183
      152  8936.256836   16.46934    0.28252    0.25880
      153  8937.955078    9.39067    0.18628    0.13875
      154  8939.388672    8.81801    0.43870    0.12863
      155  8939.787109    8.30732    0.24573    0.13642
      156  8941.424805    7.50862    0.21857    0.12245
      157  8943.408203 1018.44336    0.22617   16.69437
      158  8945.170898    6.78065    0.18702    0.11087
      159  8947.555664    7.96014    0.20204    0.13066
      160  8955.540039    6.90735    0.23489    0.11314
      161  8957.951172 1281.51135    0.25307   19.31618
      162  8958.253906 1211.65442    0.24001   19.29120
      163  8960.161133    9.72657    0.24624    0.16060
      164  8962.989258    6.62815    0.29913    0.10408
      165  8963.352539    8.29716    0.17761    0.13587
      166  8965.005859   10.38905    0.26738    0.17136
      167  8968.510742   10.22923    0.25413    0.16302
      168  8969.409180    6.33094    0.30325    0.10425
      169  8970.097656   11.46421    0.21295    0.18975
      170  8971.232422   36.76451    0.37357    0.61192
      171  8973.868164    9.62193    0.20425    0.15981
      172  8975.439453    9.99288    0.27655    0.16738
      173  8977.558594    6.45378    0.42394    0.09872
      174  8977.994141   10.67044    0.29125    0.17862
      175  8978.548828    7.54023    0.20132    0.12580
      176  8979.484375   15.25854    0.22856    0.25660
      177  8981.111328   41.55501    0.21660    0.69372
      178  8982.332031   24.82586    0.21193    0.41084
      179  8985.414062    7.11225    0.29483    0.11538
      180  8985.784180   43.58363    0.22192    0.73103
      181  8986.955078    7.88626    0.21956    0.13223
      182  8987.635742   10.74624    0.19560    0.17982
      183  8988.383789  615.77911    0.24060   10.37308
      184  8991.464844    6.23393    0.34963    0.10242
      185  8992.309570   28.79076    0.34823    0.47394
      186  8992.541992   32.77993    0.21026    0.55320
      187  8993.069336    6.09921    0.50997    0.10110
      188  8997.910156    5.75290    0.18242    0.09266
      189  9001.134766  709.43677    0.21521   11.99220
      190  9001.592773  713.65002    0.21493   12.05893
      191  9020.934570   20.27577    0.20302    0.33934
      192  9021.269531   21.12003    0.21643    0.35454
      193  9025.965820    5.92080    0.13667    0.10034
      194  9027.550781    9.59772    0.20636    0.15983
      195  9028.505859   18.45439    0.17161    0.30748
      196  9028.995117   10.34977    0.19847    0.15973
      197  9030.249023    8.76558    0.25105    0.14477
      198  9031.750000   12.20146    0.22496    0.20316
      199  9038.058594  222.01199    0.36746    3.59682
      200  9043.608398   17.42015    0.26562    0.27456
      201  9049.253906  353.68591    0.22317    5.81067
      202  9049.865234  340.63269    0.21754    5.60083
      203  9050.772461    9.27770    0.14840    0.14915
      204  9052.243164    8.53215    0.23608    0.13939
      205  9053.956055    8.38507    0.20605    0.13722
      206  9055.703125    7.58714    0.23012    0.12428
      207  9056.617188    9.31369    0.33332    0.15300
      208  9056.968750   13.35493    0.17463    0.22059
      209  9059.464844    7.02471    0.19677    0.11364
      210  9061.079102    6.73929    0.18324    0.10165
      211  9064.250000   29.28170    0.22018    0.48339
      212  9065.654297   22.94331    0.23093    0.37913
      213  9068.558594   39.14437    0.23575    0.64739
      214  9070.660156   29.43302    0.22281    0.48580
      215  9074.543945    6.57561    0.17299    0.10596
      216  9076.264648    8.80647    0.24438    0.13216
      217  9079.539062    8.42906    0.23547    0.13667
      218  9081.202148    8.51008    0.19006    0.14163
      219  9082.796875    6.98946    0.21363    0.11534
      220  9083.600586    7.17764    0.21582    0.12162
      221  9090.346680    8.71945    0.23442    0.14565
      222  9091.181641    5.92621    0.16691    0.09984
      223  9091.998047    9.46103    0.23073    0.15563
      224  9092.420898   93.15006    0.23667    1.55018
      225  9092.728516   94.55145    0.25183    1.57846
      226  9093.665039   24.23080    0.24276    0.40609
      227  9096.152344    8.44986    0.20862    0.14083
      228  9097.346680    5.07075    0.15901    0.08309
      229  9097.785156    9.01392    0.23681    0.15150
      230  9098.890625    6.51192    0.21585    0.10820
      231  9099.332031    7.59518    0.22472    0.11562
      232  9102.405273  172.06227    0.21712    2.88386
      233  9103.180664  157.04205    0.22533    2.63496
      234  9103.857422    7.48400    0.29566    0.12491
      235  9108.682617    5.75599    0.18206    0.09546
      236  9110.244141    7.02058    0.14748    0.11569
      237  9133.964844   14.48566    0.25873    0.24165
      238  9136.368164   13.32601    0.22301    0.22210
      239  9139.913086    9.96492    0.21146    0.16596
      240  9144.004883    5.82264    0.19935    0.09871
      241  9147.245117    6.89626    0.70997    0.10382
      242  9151.419922   17.13552    0.35194    0.28776
      243  9151.792969   70.17164    0.21699    1.16603
      244  9152.256836   62.51792    0.21815    1.03315
      245  9152.974609   26.23400    0.21489    0.43344
      246  9154.590820   20.02873    0.22166    0.33452
      247  9156.974609   33.67231    0.22250    0.54568
      248  9159.349609   25.65003    0.21303    0.42456
      249  9160.699219  100.44084    0.21540    1.67390
      250  9161.654297   94.73758    0.21902    1.57770
      251  9174.560547    7.77676    0.13834    0.12498
      252  9175.880859    7.31110    0.20054    0.12405
      253  9200.074219    7.67237    0.19511    0.12762
      254  9205.120117    7.69144    0.21999    0.12713
      255  9208.838867    8.06986    0.25939    0.13281
      256  9210.533203    8.27196    0.25877    0.12450
      257  9214.528320    7.63240    0.29250    0.12563
      258  9216.272461   67.63386    0.22930    1.05836
      259  9216.876953   50.15039    0.23574    0.81250
      260  9224.294922   98.18512    0.23929    1.59349
      261  9225.419922   70.98239    0.23068    1.20099
      262  9226.938477   13.98230    0.30687    0.23232
      263  9228.542969    8.13306    0.16007    0.14081
      264  9229.228516    8.29982    0.26831    0.14083
      265  9229.472656    9.20576    0.24657    0.14403
      266  9233.534180    8.16946    0.28049    0.13311
      267  9233.946289    6.72937    0.32712    0.11706
      268  9247.536133   24.17538    0.22186    0.41565
      269  9248.336914   10.57255    0.22279    0.18147
      270  9249.375977   17.07221    0.23042    0.29194
      271  9250.622070   11.87904    0.24886    0.20561
      272  9251.271484   32.46336    0.21445    0.55878
      273  9253.924805   19.15062    0.21903    0.32961
      274  9254.541992    8.14773    0.20369    0.14109
      275  9260.875000   11.03906    0.32722    0.18853
      276  9262.590820   33.39460    0.28508    0.55660
      277  9265.993164   16.74473    0.27906    0.28738
      278  9286.055664   56.94950    0.21734    0.96400
      279  9286.819336   41.59078    0.22670    0.70127
      280  9288.619141   28.83533    0.21305    0.47385
      281  9293.278320   71.98730    0.21962    1.16413
      282  9294.638672   59.47666    0.21929    1.00109
      283  9306.010742  690.78894    0.22681   11.62575
      284  9307.384766 1280.04480    0.22910   21.51806
      285  9309.061523  320.22018    0.27190    5.37891
      286  9310.761719  173.19418    0.26450    2.91201
      287  9312.904297  612.14325    0.25402   10.29495
      288  9313.345703 2069.05078    0.23816   34.77351
      289  9316.471680   17.90759    0.15471    0.27222
      290  9317.820312  190.07982    0.37807    3.09703
      291  9322.480469  648.69348    0.22451   10.90193
      292  9323.762695 2040.75977    0.23109   33.94155
      293  9330.555664   66.83485    0.25702    1.12872
      294  9331.113281   81.10836    0.37794    1.31305
      295  9337.874023  749.62341    0.23637   12.63468
      296  9346.595703    9.68931    0.23472    0.16282
      297  9347.056641    9.23348    0.17839    0.15597
      298  9348.258789   26.08543    0.32738    0.43968
      299  9348.586914   60.23186    0.23879    1.01654
      300  9349.582031   45.53898    0.30128    0.73086
      301  9349.841797   42.56637    0.19644    0.70618
      302  9350.314453   16.47952    0.24122    0.27916
      303  9351.726562   30.58083    0.23844    0.52021
      304  9354.690430   17.36959    0.23316    0.29424
      305  9361.303711   46.30735    0.23021    0.78744
      306  9362.244141   44.59201    0.22344    0.75693
      307  9367.882812   71.14853    0.22686    1.22582
      308  9372.131836   43.85895    0.22701    0.75515
      309  9373.415039   36.70574    0.21955    0.63268
      310  9373.828125   37.44271    0.24741    0.64511
      311  9374.337891  393.90585    0.35571    6.61101
      312  9375.976562 5196.79590    0.23786   89.72871
      313  9382.781250   90.43244    0.30254    1.45238
      314  9383.080078   90.69429    0.25762    1.52526
      315  9386.794922  561.74884    0.30641    9.77799
      316  9394.331055   14.51408    0.23590    0.25267
      317  9396.919922   36.58762    0.24679    0.63556
      318  9397.280273   42.28930    0.23543    0.73686
      319  9401.275391   34.09406    0.29077    0.59240
      320  9401.857422  366.91412    0.23676    6.38287
      321  9402.335938  354.16586    0.22199    6.15493
      322  9402.715820   31.05376    0.26072    0.54189
      323  9403.289062   26.06970    0.22864    0.44073
      324  9404.945312    8.22864    0.40595    0.12676
      325  9405.115234    7.21113    0.22520    0.12571
      326  9416.616211   17.90980    0.30405    0.30817
      327  9416.886719   18.26643    0.25020    0.31434
      328  9419.746094 1081.68481    0.26544   18.42128
      329  9421.861328   15.81207    0.24483    0.25838
      330  9422.736328  121.96523    0.22233    2.06746
      331  9433.343750    7.83132    0.43753    0.12705
      332  9436.159180   20.08436    0.39400    0.32817
      333  9438.453125   21.91286    0.20243    0.35989
      334  9439.669922 3537.20215    0.25999   58.15522
      335  9441.782227   12.48870    0.23786    0.17859
      336  9442.262695   53.22685    0.22068    0.87170
      337  9443.414062    7.96636    0.17873    0.13040
      338  9446.794922   39.75430    0.21958    0.64570
      339  9448.257812   97.46165    0.25299    1.58509
      340  9450.124023   52.71410    0.21014    0.85596
      341  9455.317383   24.73021    0.22906    0.40108
      342  9457.776367   19.99792    0.32242    0.29894
      343  9458.524414 1680.04736    0.24449   27.08945
      344  9476.895508 2531.89087    0.38363   39.94767
      345  9478.545898   19.09432    0.24294    0.30801
      346  9479.438477   13.49250    0.30699    0.21396
      347  9483.036133   28.33541    0.27316    0.45248
      348  9484.171875   11.94928    0.24054    0.18906
      349  9490.530273   55.37659    0.27863    0.88870
      350  9495.031250    9.03870    0.48568    0.13225
      351  9497.936523    8.05376    0.24647    0.12997
      352  9499.961914   10.77191    0.28166    0.17174
      353  9502.834961 1354.79370    0.23538   21.74637
      354  9504.711914   10.05499    0.17879    0.15945
      355  9519.205078 1532.20862    0.24149   24.72073
      356  9519.539062 1610.85376    0.25734   26.02606
      357  9525.413086    8.34721    0.28216    0.12706
      358  9526.548828    8.74304    0.18673    0.14207
      359  9529.159180   48.86033    0.22700    0.79581
      360  9530.495117   40.17205    0.23400    0.65281
      361  9534.725586   59.74182    0.22734    0.97314
      362  9536.892578   75.20210    0.30834    1.22380
      363  9537.103516   53.61466    0.34302    0.87511
      364  9552.546875  982.93225    0.25093   15.56702
      365  9560.176758   39.73089    0.32689    0.63193
      366  9560.426758   43.51049    0.25113    0.71138
      367  9567.113281 1107.18201    0.23382   18.22098
      368  9567.611328 1087.63184    0.23161   17.41080
      369  9569.205078   19.27106    0.22960    0.31418
      370  9571.854492   16.08169    0.26570    0.22051
      371  9572.317383   27.34529    0.22029    0.40383
      372  9575.972656   16.92810    0.21767    0.25633
      373  9591.722656   28.10352    0.26599    0.46270
      374  9592.086914   26.65206    0.23898    0.43613
      375  9607.702148  401.85150    0.36766    6.63885
      376  9615.203125   25.25811    0.25391    0.41250
      377  9620.664062  538.49213    0.23421    8.97467
      378  9621.336914  347.08142    0.24031    5.77435
      379  9622.313477   38.52759    0.20937    0.64438
      380  9623.855469   27.20119    0.24252    0.45218
      381  9627.458008   51.41141    0.23153    0.85717
      382  9629.834961   37.31716    0.22996    0.62124
      383  9631.191406   13.58872    0.25413    0.22839
      384  9631.590820   16.03741    0.32933    0.27110
      385  9633.874023   11.31537    0.15652    0.18881
      386  9635.916992    8.58532    0.25144    0.14058
      387  9651.577148   18.99199    0.38492    0.32324
      388  9653.275391   26.87056    0.41850    0.42813
      389  9653.864258   17.84147    0.25599    0.30161
      390  9654.641602   14.15000    0.34560    0.24112
      391  9655.605469   16.04450    0.39901    0.27073
      392  9657.852539   30.31018    0.37980    0.51266
      393  9659.088867   54.03224    0.37615    0.91043
      394  9660.339844   25.75254    0.36374    0.43963
      395  9662.639648   65.20221    0.47860    1.06934
      396  9668.705078  287.98883    0.34418    4.92705
      397  9669.757812   59.51172    0.25668    1.02836
      398  9670.940430   33.87014    0.26493    0.57527
      399  9674.243164   94.25031    0.29849    1.63690
      400  9678.093750   10.06424    0.21989    0.16906
      401  9678.547852   11.27269    0.19940    0.17856
      402  9679.974609  288.55228    0.23630    5.05763
      403  9680.831055  269.38446    0.23665    4.63841
      404  9682.248047  423.02231    0.35397    7.41410
      405  9685.721680   24.38540    0.36596    0.42116
      406  9690.510742  258.15497    0.26339    4.41864
      407  9693.190430   21.89112    0.22876    0.37634
      408  9697.214844   12.99392    0.18672    0.22977
      409  9697.901367   22.82526    0.25209    0.40309
      410  9699.342773 1004.51825    0.30488   17.81202
      411  9704.640625   16.52729    0.34270    0.29140
      412  9704.954102   15.93938    0.39714    0.28442
      413  9711.714844  512.76453    0.23860    9.08289
      414  9719.838867 1530.24951    0.27031   26.95939
      415  9721.937500   28.60907    0.22421    0.50766
      416  9723.743164   22.99698    0.23339    0.40386
      417  9725.491211   11.21040    0.37427    0.18325
      418  9726.751953   35.29938    0.22895    0.61830
      419  9728.040039   16.71898    0.24003    0.26251
      420  9728.469727   12.76164    0.39286    0.21007
      421  9729.450195   27.04842    0.22962    0.47443
      422  9732.827148   24.35595    0.33195    0.42335
      423  9734.806641  115.42889    0.23306    2.01133
      424  9735.289062  103.16084    0.24412    1.79607
      425  9738.095703  555.06348    0.24851    9.62603
      426  9745.235352  174.95905    0.23050    3.04324
      427  9746.302734  166.39656    0.23676    2.87490
      428  9755.996094   11.40884    0.53894    0.19894
      429  9784.466797   15.12651    0.51859    0.26480
      430  9788.382812   12.71519    0.36387    0.17271
      431  9789.298828  240.49788    0.29661    4.27753
      432  9789.509766  233.78894    0.33840    4.09807
      433  9791.116211 3396.16357    0.28408   60.50727
      434  9796.299805   65.28742    0.25795    1.15420
      435  9796.770508   66.22866    0.25566    1.13223
      436  9799.550781  504.54163    0.37385    8.88778
      437  9799.827148  697.44739    0.28305   12.52257
      438  9803.920898   10.83265    0.53468    0.15536
      439  9804.425781   11.32282    0.20220    0.20633
      440  9807.182617   80.41840    0.24204    1.44560
      441  9807.851562   82.91845    0.27732    1.49672
      442  9808.459961   25.91461    0.28782    0.46675
      443  9811.594727  210.46709    0.24425    3.82663
      444  9812.374023  203.89000    0.24524    3.73206
      445  9816.621094  114.23613    0.24245    2.09142
      446  9817.917969  141.57603    0.25754    2.49617
      447  9820.437500   12.40417    0.25480    0.22272
      448  9821.647461   12.85168    0.10877    0.23604
      449  9825.984375   12.52056    0.26721    0.22388
      450  9827.533203   55.13966    0.24500    0.99041
      451  9828.431641   24.23038    0.21298    0.41078
      452  9828.916992   57.70049    0.24291    1.07299
      453  9830.497070   18.67913    0.23996    0.34729
      454  9832.925781   26.20481    0.22951    0.48794
      455  9835.962891   20.61858    0.26429    0.38688
      456  9847.454102   15.77742    0.26054    0.29040
      457  9848.494141  861.61084    0.29174   16.21513
      458  9849.601562   22.94219    0.25196    0.42776
      459  9867.915039   10.67907    0.30095    0.15471
      460  9872.147461 2732.51611    0.31726   50.26176
      461  9883.416016   26.45652    0.24537    0.47585
      462  9885.757812   67.71761    0.23219    1.20599
      463  9886.582031   59.62004    0.23042    1.04067
      464  9894.370117  116.88982    0.30896    2.07933
      465  9894.750977 1158.04541    0.25013   20.69420
      466  9895.868164   83.54236    0.23525    1.48742
      467  9900.406250   38.11718    0.24469    0.62339
      468  9912.743164   31.60839    0.23989    0.57255
      469  9913.824219   80.49915    0.37620    1.45052
      470  9914.554688 1756.68237    0.33540   29.16133
      471  9914.777344 1784.78467    0.30223   32.24432
      472  9941.665039 1219.53491    0.25346   23.03303
      473  9942.212891  653.62427    0.26172   12.34979
      474  9944.556641   49.32002    0.66597    0.75659
      475  9945.297852  843.68988    0.33502   16.00647
      476  9946.514648 1800.82300    0.26187   34.16586
      477  9947.747070  488.00037    0.27803    8.74745
      478  9948.374023  299.22827    0.27296    5.70654
      479  9949.694336  158.59149    0.32717    3.01824
      480  9956.598633 2487.11963    0.27210   47.69256
      481  9960.359375  201.60028    0.31688    3.88148
      482  9961.721680 1035.89062    0.29142   19.85727
      483  9962.143555 1004.44873    0.25617   18.76290
      484  9970.737305   52.31387    0.24709    0.99962
      485  9971.833984   61.83205    0.47015    0.99719
      486  9972.357422  683.33331    0.25763   12.88928
      487  9974.259766   48.88585    0.33400    0.93574
      488  9974.487305   43.03399    0.31604    0.80050
      489  9977.407227   48.01366    0.27731    0.93250
      490  9978.589844  156.78166    0.43453    2.94105
      491  9980.287109  103.01976    0.64273    1.80299
      492  9985.946289   11.74811    0.27396    0.20584
      493 10000.007812  327.26550    0.37509    5.85818
      494 10000.938477   54.58880    0.28619    1.06278
      495 10002.316406   24.59608    0.26795    0.48158
      496 10002.695312   27.39627    0.27205    0.48174
      497 10011.364258  358.33923    0.37338    6.53817
      498 10012.831055 4285.05078    0.25020   85.41837
      499 10013.706055  517.39905    0.22938   10.33409
      500 10014.297852  476.08160    0.25138    9.49284
      501 10021.226562   83.82893    0.33740    1.68879
      502 10021.527344   83.95551    0.28911    1.69182
      503 10025.475586 1184.76648    0.38969   24.08571
      504 10028.787109   15.58052    0.18439    0.31932
      505 10031.067383   13.56581    0.23904    0.27962
      506 10032.775391    9.70443    0.23052    0.20192
      507 10033.317383   15.17446    0.35076    0.31016
      508 10035.514648   21.24369    0.14086    0.43414
      509 10036.060547   21.01734    0.24610    0.36051
      510 10037.703125   41.49297    0.22653    0.85428
      511 10038.054688   38.81548    0.24810    0.72860
      512 10043.295898  358.22864    0.24790    7.17040
      513 10043.775391  342.21555    0.24363    7.09587
      514 10058.888672  108.71037    0.31647    1.94536
      515 10059.190430   94.64883    0.24458    1.91632
      516 10060.724609  918.94586    0.29636   18.74473
      517 10062.452148   46.48433    0.22410    0.92751
      518 10063.652344   42.26585    0.42497    0.83388
      519 10066.798828  128.12999    0.24265    2.58731
      520 10067.669922  131.52843    0.25046    2.42563
      521 10069.695312   59.54826    0.25658    1.17664
      522 10070.497070  184.15392    0.25113    3.66095
      523 10071.257812  191.35489    0.24017    3.58108
      524 10071.781250   61.69606    0.26799    1.17420
      525 10076.233398   22.67725    0.58844    0.29029
      526 10082.458008 2896.28564    0.29120   55.33950
      527 10096.066406   41.54921    0.18757    0.77618
      528 10103.625000 1161.60254    0.28680   21.74193
      529 10122.252930   52.08450    0.34283    0.80753
      530 10122.711914   58.90865    0.16540    1.09863
      531 10124.014648 2310.06616    0.42408   45.15879
      532 10131.398438   19.19397    0.27888    0.36503
      533 10132.177734   62.17386    0.24801    1.24824
      534 10133.128906   58.86640    0.23484    1.02491
      535 10136.463867   25.85261    0.10397    0.41765
      536 10138.672852   12.91030    0.27300    0.26284
      537 10143.057617   60.76111    0.37166    1.04636
      538 10147.398438   33.04178    0.38383    0.69456
      539 10149.017578  118.89172    0.38047    2.50936
      540 10152.224609   61.37473    0.39629    1.28105
      541 10152.984375 1261.70264    0.26619   25.55680
      542 10154.860352   55.62531    0.26262    1.09375
      543 10155.014648   43.36883    0.45281    0.87059
      544 10158.492188  356.46906    0.37273    7.56936
      545 10161.240234   35.28247    0.29895    0.61835
      546 10162.698242   29.66514    0.24435    0.60671
      547 10164.380859  206.44382    0.31240    4.15422
      548 10167.628906   78.03349    0.33403    1.65828
      549 10167.888672   53.80479    0.33497    1.09361
      550 10170.364258   63.73026    0.22917    1.34365
      551 10171.546875 1616.44543    0.26874   34.26259
      552 10171.966797 2061.17920    0.41616   37.22013
      553 10181.053711  556.33917    0.26700   11.74648
      554 10182.598633   36.82925    0.32350    0.77680
      555 10184.815430   41.22138    0.55755    0.76447
      556 10185.125000   50.52876    0.27431    0.96773
      557 10189.719727 2100.75146    0.32102   44.31141
      558 10190.724609   39.30854    0.67647    0.81027
      559 10194.827148   38.86325    0.46327    0.70849
      560 10198.809570   36.68140    0.25405    0.77363
      561 10199.916992   29.51279    0.21565    0.61538
      562 10203.066406 1045.06738    0.24809   21.29815
      563 10206.794922   42.10133    0.24056    0.79471
      564 10208.807617  893.86707    0.25695   18.82350
      565 10211.066406 3046.63721    0.27889   58.71444
      566 10220.569336   44.82890    0.26499    0.87863
      567 10225.540039 1034.83740    0.24298   21.81750
      568 10226.084961 1000.86652    0.24925   21.14865
      569 10230.671875 1107.96533    0.26495   23.20045
      570 10271.115234  373.12061    0.37273    7.33435
      571 10284.700195  460.75287    0.43228    8.69827
      572 10284.900391  446.54001    0.32006    9.52046
      573 10286.652344 7246.07275    0.30640  154.40831
      574 10292.281250  151.01773    0.25803    3.25379
      575 10292.785156  134.04091    0.28410    2.59893
      576 10295.873047 1367.81104    0.29392   27.80097
