  Table : gident_860L.tbl 
 Sequence    CENTER        INT        FWHM       FLUX      
      139  7041.267578   64.39323    0.19330    0.33005
      140  7041.473145   61.01755    0.18396    0.32926
      141  7045.020508   21.22935    0.22795    0.11152
      142  7045.363281   23.78119    0.16231    0.12770
      143  7046.029785   36.36276    0.14569    0.19586
      144  7046.416504   24.41421    0.15458    0.13251
      145  7046.961914   37.90099    0.23575    0.20471
      146  7047.875977  110.33525    0.16632    0.59873
      147  7048.393066   87.50644    0.16803    0.47388
      148  7049.132812   34.76832    0.17220    0.18813
      149  7049.594238   42.65157    0.16560    0.23092
      150  7050.604980   38.89285    0.15565    0.20817
      151  7051.354004   45.11328    0.16293    0.24139
      152  7052.349121   36.49054    0.16854    0.19728
      153  7053.405762   39.15188    0.16377    0.21304
      154  7054.385254   31.48352    0.15640    0.17051
      155  7055.756348   30.42226    0.15383    0.16439
      156  7056.700684   20.57347    0.13673    0.11120
      157  7059.574219   21.19996    0.19451    0.11302
      158  7060.693848   33.04183    0.16555    0.18088
      159  7062.274902   22.85016    0.19662    0.12121
      160  7062.659180   31.46026    0.17293    0.17185
      161  7063.710938   40.34805    0.17390    0.22106
      162  7065.995605   41.36071    0.16945    0.22714
      163  7067.006836   48.70315    0.17337    0.26770
      164  7067.562012   22.54639    0.21245    0.11989
      165  7069.594727   44.19178    0.17099    0.24366
      166  7070.579590   52.42971    0.16499    0.28972
      167  7073.468262   42.65163    0.16669    0.23560
      168  7074.451172   49.29993    0.15929    0.27198
      169  7077.627930   37.50642    0.16524    0.20372
      170  7078.593262   41.13143    0.18325    0.22096
      171  7082.074707   33.28974    0.19967    0.18192
      172  7082.380371   44.75924    0.15786    0.24822
      173  7082.696289   42.61555    0.17427    0.23551
      174  7083.020996   34.69778    0.14663    0.19280
      175  7085.712402   17.62168    0.14974    0.09837
      176  7086.800293   28.11288    0.15451    0.15651
      177  7087.733887   27.91865    0.16506    0.15509
      178  7088.288086   62.99527    0.15638    0.34570
      179  7088.932617   57.99921    0.18212    0.31696
      180  7089.391113   17.99145    0.18155    0.10073
      181  7089.902344   24.78741    0.14964    0.13869
      182  7090.344238   21.91446    0.30661    0.11408
      183  7091.371582   20.56046    0.15215    0.10650
      184  7091.793945   26.94465    0.16947    0.14957
      185  7092.407227   15.49072    0.15890    0.08509
      186  7092.760254   25.42729    0.14993    0.14108
      187  7097.098145   18.16542    0.19053    0.09982
      188  7098.025391   18.91918    0.10727    0.10664
      189  7100.200195   18.79593    0.19069    0.10213
      190  7101.281250   22.42156    0.13497    0.11647
      191  7103.638184   19.67659    0.17225    0.11087
      192  7104.704590   19.83656    0.16221    0.11072
      193  7107.542480   20.06697    0.19804    0.11253
      194  7108.577148   22.26544    0.17987    0.12277
      195  7111.959473   19.77666    0.21175    0.11140
      196  7112.924805   19.22373    0.13574    0.10845
      197  7116.743164   19.61007    0.19720    0.10610
      198  7117.701660   17.73134    0.17128    0.09994
      199  7122.001465   17.38593    0.12901    0.09763
      200  7122.946777   17.49005    0.18302    0.09789
      201  7126.826660   21.71770    0.14441    0.12111
      202  7127.260742   40.93639    0.15478    0.22805
      203  7127.670410   37.17857    0.15091    0.21054
      204  7128.113770   19.80110    0.19931    0.09856
      205  7128.678711   16.83834    0.13072    0.09522
      206  7129.346191   22.76571    0.17129    0.12908
      207  7131.189453   18.70695    0.16001    0.10484
      208  7132.571777   49.01414    0.17290    0.28009
      209  7133.361328   43.57210    0.16136    0.24772
      210  7141.145020   21.40394    0.16083    0.12168
      211  7141.682129   25.37683    0.14947    0.13971
      212  7142.195312   20.38836    0.48023    0.11571
      213  7142.520020   29.34956    0.17819    0.16798
      214  7142.727539   24.20153    0.22242    0.13772
      215  7143.255859   16.32010    0.54735    0.09309
      216  7143.606445   47.91850    0.18961    0.26938
      217  7144.687500   35.10484    0.13524    0.19667
      218  7145.061523   40.76022    0.15915    0.23342
      219  7145.585449   14.91784    0.08164    0.08260
      220  7146.109375   34.98804    0.16486    0.19957
      221  7146.797363   39.18621    0.16600    0.22045
      222  7147.822266   33.48198    0.16728    0.19176
      223  7148.840820   35.08572    0.16734    0.19660
      224  7149.851562   27.81224    0.20808    0.16199
      225  7151.193848   25.41420    0.15171    0.14537
      226  7152.145996   18.42963    0.25029    0.09722
      227  7156.213867   26.82889    0.16647    0.15312
      228  7158.215332   29.14555    0.15742    0.16722
      229  7159.294922   35.59708    0.16537    0.19929
      230  7160.010254   16.49594    0.16970    0.09497
      231  7161.633789   37.25128    0.16692    0.20838
      232  7162.666504   44.37337    0.16173    0.25591
      233  7165.329590   42.77875    0.16512    0.24648
      234  7166.346191   45.61285    0.17006    0.26423
      235  7169.319824   39.62511    0.16983    0.22616
      236  7170.325195   44.38577    0.17017    0.25681
      237  7173.613281   33.96500    0.15912    0.19802
      238  7174.604980   37.73395    0.16644    0.22031
      239  7176.009277   36.32082    0.15946    0.21145
      240  7176.537598   31.84552    0.16616    0.18577
      241  7178.208496   30.36211    0.16203    0.17550
      242  7179.194336   31.35449    0.16897    0.18396
      243  7180.834961   46.33426    0.16694    0.27051
      244  7181.770508   32.05139    0.16503    0.18779
      245  7183.114258   23.89866    0.18904    0.13805
      246  7184.087402   24.89061    0.16238    0.14604
      247  7188.327637   19.74859    0.14598    0.11600
      248  7189.308594   20.74695    0.19181    0.12157
      249  7193.874512   17.56682    0.07992    0.10352
      250  7194.812012   17.54160    0.18716    0.10345
      251  7198.505371   19.15135    0.16849    0.11155
      252  7199.672363   14.91763    0.25171    0.08846
      253  7199.917969   17.26280    0.08087    0.10182
      254  7200.830566   22.40363    0.21604    0.13324
      255  7201.462402   14.47794    0.23874    0.08558
      256  7202.911621   19.24220    0.15251    0.11429
      257  7207.925293   25.37515    0.16292    0.14863
      258  7221.181641   21.46008    0.21187    0.12776
      259  7221.564941   20.00697    0.13577    0.11653
      260  7222.374023   21.20401    0.26246    0.12628
      261  7223.541992   16.54596    0.14671    0.09808
      262  7223.866699   18.68140    0.15890    0.10893
      263  7225.228516   25.19069    0.16409    0.14915
      264  7228.766602   35.45300    0.17569    0.21178
      265  7229.418945   29.56986    0.19938    0.17803
      266  7232.463379   16.44607    0.24873    0.09559
      267  7233.173828   43.65691    0.16528    0.26085
      268  7233.571777   20.13433    0.16362    0.12121
      269  7234.270020   36.70854    0.18246    0.22052
      270  7236.043945   16.68536    0.13449    0.09797
      271  7237.138672   18.69794    0.21638    0.10891
      272  7238.791504  698.94214    0.17427    4.19891
      273  7240.194336 1073.93677    0.17064    6.46804
      274  7240.863770  282.85385    0.16740    1.70260
      275  7241.415527  308.20065    0.18344    1.82654
      276  7241.943359  178.32474    0.18565    1.02119
      277  7242.328125   21.88942    0.18959    0.11595
      278  7242.736816   20.65327    0.20143    0.12400
      279  7243.456543   30.79709    0.16054    0.17570
      280  7243.853516   18.71691    0.18721    0.11033
      281  7244.558594   43.89947    0.12223    0.25598
      282  7244.943848 1209.38452    0.23055    7.26465
      283  7245.640625   27.63579    0.25197    0.16572
      284  7245.867676   31.81732    0.22949    0.19111
      285  7246.553223  238.45761    0.19339    1.43990
      286  7246.968262   27.65179    0.19088    0.16746
      287  7247.597656   32.03211    0.16336    0.18992
      288  7248.656250   27.09175    0.17807    0.16372
      289  7249.652832   31.55488    0.19897    0.19051
      290  7250.700684   28.19279    0.20323    0.17091
      291  7251.998047   22.30894    0.18321    0.13387
      292  7253.145996  437.57788    0.16823    2.65277
      293  7255.298340   72.89149    0.17712    0.44016
      294  7255.908691   85.96524    0.22147    0.52372
      295  7256.299805   18.21022    0.13964    0.10265
      296  7257.110840   20.76487    0.16656    0.12519
      297  7259.142090   24.49546    0.15322    0.14493
      298  7260.252441   34.88181    0.15796    0.21221
      299  7261.284668   15.17872    0.18752    0.08929
      300  7262.640137   29.90569    0.17840    0.17698
      301  7263.711426   35.73766    0.17328    0.21730
      302  7265.418945   15.07088    0.13418    0.09172
      303  7266.440918   33.00455    0.15793    0.20137
      304  7267.496582   36.93607    0.16209    0.22698
      305  7268.047852   50.08008    0.17678    0.30578
      306  7269.098145   39.46347    0.35034    0.23750
      307  7270.568848   35.28950    0.16371    0.21537
      308  7271.600098   36.14322    0.15675    0.22225
      309  7273.242676   15.13207    0.12196    0.09263
      310  7275.117676  286.08224    0.23467    1.76050
      311  7276.047852   33.23947    0.21043    0.20534
      312  7276.424316 2756.48828    0.17075   16.80239
      313  7277.000977   23.71195    0.16824    0.14513
      314  7279.293457   18.89090    0.18051    0.11601
      315  7279.785645   24.18462    0.16146    0.14664
      316  7280.800781   25.45300    0.16879    0.15717
      317  7281.531250   56.29376    0.28753    0.31644
      318  7281.678223   57.68935    0.17570    0.35645
      319  7284.455566  832.29761    0.25126    4.53790
      320  7284.852539   47.91940    0.18309    0.29664
      321  7285.724609   35.60497    0.17720    0.21811
      322  7286.029785   30.79892    0.12963    0.19125
      323  7286.402344   34.39129    0.30999    0.21209
      324  7289.739258   44.42848    0.17384    0.27225
      325  7290.276855   16.77571    0.12518    0.09780
      326  7291.009277   34.88412    0.17227    0.21688
      327  7291.306641   16.63598    0.15140    0.10271
      328  7291.758301   18.86439    0.22930    0.11656
      329  7292.119141   28.38850    0.24408    0.17840
      330  7292.331055   27.96785    0.17565    0.17451
      331  7295.804199  193.44797    0.15840    1.21206
      332  7296.108398  189.73413    0.15994    1.18836
      333  7303.729980  617.81067    0.18597    3.91594
      334  7305.749023   28.06993    0.19545    0.17786
      335  7307.078125   29.58514    0.18398    0.18602
      336  7307.461426   27.17818    0.17620    0.17112
      337  7310.785645   67.21030    0.17033    0.42449
      338  7311.333984   62.73715    0.16784    0.39630
      339  7316.289551 2071.27808    0.18970   13.13918
      340  7329.160156  934.76514    0.18351    5.38364
      341  7329.478516   28.48392    0.17990    0.17496
      342  7330.366211   22.27245    0.16307    0.14230
      343  7330.831543   22.70148    0.35269    0.13469
      344  7331.573242   16.46264    0.17805    0.10480
      345  7332.253906   22.65830    0.20193    0.14354
      346  7332.745117   20.66496    0.19454    0.13169
      347  7340.900879 1797.64551    0.25780   11.56121
      348  7341.725098   25.01701    0.19019    0.16070
      349  7344.558105   18.50098    0.13631    0.11873
      350  7344.913086   42.14802    0.18631    0.27249
      351  7346.937500   34.20031    0.17180    0.22114
      352  7347.865723   29.50803    0.16810    0.18209
      353  7350.377441   16.14134    0.13584    0.10261
      354  7350.674316   43.06063    0.17247    0.27713
      355  7351.401367   18.85707    0.28336    0.11907
      356  7352.108887   36.15226    0.18784    0.23428
      357  7352.596191   20.12086    0.27483    0.12720
      358  7353.222168   14.86436    0.23749    0.09099
      359  7353.761719   16.16385    0.17594    0.10254
      360  7354.313477   18.14223    0.17327    0.11622
      361  7355.408203   16.76916    0.15591    0.10382
      362  7356.004395   18.87182    0.55884    0.11713
      363  7356.289551   17.66561    0.27809    0.11369
      364  7357.415527   15.86086    0.14125    0.09622
      365  7358.027344   18.64869    0.16770    0.12047
      366  7358.680176  877.69849    0.16674    5.54366
      367  7360.148926   17.56363    0.34725    0.10988
      368  7360.312988   16.67509    0.16535    0.10881
      369  7360.604980   18.62427    0.17344    0.11768
      370  7361.652832   16.10247    0.19980    0.10403
      371  7362.260742   17.78178    0.14953    0.11549
      372  7363.280762   15.79457    0.23349    0.10294
      373  7363.548340   20.90655    0.17748    0.13605
      374  7363.919922   15.52579    0.17564    0.09471
      375  7364.396973   23.85875    0.20520    0.15208
      376  7364.698242   19.94963    0.15295    0.12568
      377  7365.522949   19.95234    0.21919    0.12608
      378  7365.723633   15.96050    0.51625    0.10348
      379  7365.992188   16.48343    0.13929    0.10693
      380  7366.837891   16.66077    0.17847    0.10940
      381  7367.122559   17.43312    0.17682    0.10850
      382  7367.594727   14.21818    0.24432    0.09155
      383  7368.729492   16.35321    0.23406    0.10577
      384  7369.272461 1052.17041    0.18332    6.90457
      385  7369.495117 1042.06226    0.19134    6.83805
      386  7370.681152   18.67179    0.15670    0.12191
      387  7373.497559   18.89659    0.14392    0.11370
      388  7374.077637   45.63784    0.25564    0.30059
      389  7374.572754   21.60474    0.17541    0.14041
      390  7375.674316   16.21321    0.16903    0.10509
      391  7377.766113   18.36126    0.16952    0.11553
      392  7378.268066   16.72719    0.21295    0.10783
      393  7378.838379   18.14735    0.17181    0.11984
      394  7379.415527   17.41979    0.17339    0.11439
      395  7382.460938   18.27158    0.28907    0.12007
      396  7383.494141   17.66248    0.48955    0.11645
      397  7383.646973   17.57467    0.16685    0.11052
      398  7387.319336   21.18673    0.17775    0.13497
      399  7388.396484   21.83893    0.16833    0.14474
      400  7390.173340   35.06229    0.20606    0.23355
      401  7392.209961  565.55060    0.17989    3.75793
      402  7392.635254   19.18269    0.19953    0.12694
      403  7393.752930   18.99755    0.18197    0.12500
      404  7395.425293   15.71281    0.23427    0.10205
      405  7398.505859   14.56320    0.25067    0.09531
      406  7399.568848   16.48285    0.12790    0.10892
      407  7401.698730  632.21143    0.17497    4.23505
      408  7402.037598  613.32782    0.16943    3.96645
      409  7411.875977   25.08862    0.23480    0.15928
      410  7412.080078   26.37370    0.17965    0.17630
      411  7412.673828   28.03242    0.16406    0.18849
      412  7413.763672   22.41565    0.18524    0.15081
      413  7416.143555   33.77307    0.16180    0.21924
      414  7417.802246   27.12979    0.17771    0.17790
      415  7422.873047   26.21399    0.22861    0.16479
      416  7422.873047   26.21399    0.22605    0.16479
      417  7429.789551  278.06622    0.24924    1.90317
      418  7429.789551  278.06622    0.24553    1.90317
      419  7438.263672  339.97290    0.17073    2.34385
      420  7438.719727  322.13184    0.16626    2.22019
      421  7439.226562   17.36326    0.20898    0.11311
      422  7439.454102   18.60505    0.17750    0.12502
      423  7442.217285   13.61995    0.17479    0.09316
      424  7444.219238   15.35464    0.24608    0.10638
      425  7447.055176   12.44754    0.29085    0.08580
      426  7451.817383   17.32075    0.18892    0.11941
      427  7458.362793   34.41220    0.16221    0.23919
      428  7461.252930   31.44879    0.17316    0.21929
      429  7462.452148   71.39600    0.21904    0.49472
      430  7463.160645   20.44393    0.18791    0.14345
      431  7463.794434   16.81334    0.23921    0.11741
      432  7464.883301   44.01669    0.19010    0.30844
      433  7466.620117  180.74963    0.19466    1.26807
      434  7468.250488   20.40759    0.23122    0.14436
      435  7469.861816   17.02998    0.16022    0.11857
      436  7470.718262   92.93974    0.17591    0.65334
      437  7471.389648  112.25024    0.20757    0.78829
      438  7471.590332  107.09441    0.19923    0.75356
      439  7472.043457   14.13811    0.20338    0.09729
      440  7473.686035  345.14142    0.18912    2.41082
      441  7476.408691   18.72223    0.26406    0.13033
      442  7479.034668  175.80359    0.16708    1.23802
      443  7479.621582  168.01483    0.16793    1.18427
      444  7480.260254  159.52109    0.16846    1.09377
      445  7483.130371   23.17591    0.19431    0.16289
      446  7483.481445  455.05414    0.17379    3.21743
      447  7484.365234   19.37128    0.18170    0.13758
      448  7486.343750   26.09466    0.15127    0.18384
      449  7488.240723   23.20915    0.26159    0.16254
      450  7493.667480  173.14923    0.17949    1.23072
      451  7499.703125   24.95736    0.20940    0.17700
      452  7502.263672   17.32629    0.18249    0.11105
      453  7517.223633   72.09890    0.18878    0.51530
      454  7517.545410   65.93672    0.18458    0.47150
      455  7520.418945   13.77599    0.17974    0.09304
      456  7522.666016   95.24879    0.30314    0.67842
      457  7524.006836 1219.89624    0.19136    8.70980
      458  7524.863281  101.73718    0.17382    0.72804
      459  7528.109375   28.32090    0.13732    0.20217
      460  7528.375488   29.19275    0.18108    0.20532
      461  7530.648926  211.57916    0.23649    1.51466
      462  7530.782715  208.95119    0.23865    1.49112
      463  7535.723145   13.89640    0.17252    0.09984
      464  7536.144531   11.92094    0.28363    0.08556
      465  7537.249023   16.29827    0.21080    0.11646
      466  7537.526367   16.01105    0.19651    0.11412
      467  7540.170898   70.11815    0.16862    0.50181
      468  7540.608887   64.14043    0.18025    0.44694
      469  7546.560059   16.50434    0.19875    0.11700
      470  7546.866211   15.38103    0.20024    0.10615
      471  7550.007812   12.79976    0.29947    0.08190
      472  7552.741211   24.99539    0.17143    0.17873
      473  7553.531250   23.56045    0.16633    0.16516
      474  7557.500000  282.47357    0.18987    2.03346
      475  7558.477539   18.63543    0.17575    0.13446
      476  7559.934082   17.11439    0.17725    0.12268
      477  7561.517090   20.64473    0.17364    0.14651
      478  7563.627930   17.05186    0.18749    0.12272
      479  7567.411621   56.79454    0.17085    0.40760
      480  7567.850586   50.41121    0.17298    0.36303
      481  7571.750977  875.61389    0.20120    6.09570
      482  7573.672852   73.98357    0.17539    0.54060
      483  7574.560059   66.14751    0.17386    0.48315
      484  7586.090820  343.61694    0.18003    2.54030
      485  7598.378418  344.55444    0.22033    2.37526
      486  7605.128906   13.57611    0.23983    0.10144
      487  7606.215820   13.82030    0.21219    0.10206
      488  7607.376465    9.74808    0.15395    0.07198
      489  7608.562012   17.98853    0.18065    0.13521
      490  7609.834473   13.29234    0.52208    0.09418
      491  7611.142578   15.50169    0.48216    0.11617
      492  7612.618164   13.40711    0.18039    0.09906
      493  7613.717773   14.77785    0.11267    0.10461
      494  7614.053223   17.10508    0.18458    0.12804
      495  7614.503906   10.22233    0.28521    0.07698
      496  7615.576660   13.38090    0.27839    0.09956
      497  7618.055664  271.53247    0.18090    2.03281
      498  7619.711426   17.54338    0.19638    0.12873
      499  7621.367188   15.11939    0.14427    0.11337
      500  7622.077148   42.82930    0.18952    0.31946
      501  7622.644531   35.04656    0.19340    0.26336
      502  7622.982910   12.73134    0.19726    0.09047
      503  7623.645508   11.72365    0.20147    0.08659
      504  7623.685547   11.72365    0.37849    0.07226
      505  7625.397461   18.41287    0.27832    0.13801
      506  7626.173828   13.47274    0.14613    0.10139
      507  7626.517578   17.65774    0.22836    0.13274
      508  7627.790039   32.70414    0.20078    0.24623
      509  7628.509277  111.12712    0.19553    0.83952
      510  7628.771973  258.99228    0.19098    1.95929
      511  7630.038086   11.98859    0.32879    0.08863
      512  7630.249512   17.79591    0.18433    0.13432
      513  7631.690918   12.06240    0.34349    0.09000
      514  7633.072266   22.86778    0.20282    0.16184
      515  7634.148926   21.20207    0.21562    0.15970
      516  7637.221191   20.03010    0.18597    0.15131
      517  7638.317871   19.41992    0.17311    0.14751
      518  7639.001465   14.50359    0.24081    0.10642
      519  7639.309082    8.08361    0.34649    0.05641
      520  7641.577148   17.34500    0.20697    0.13054
      521  7641.856934   18.42537    0.21098    0.13999
      522  7642.689941   18.35748    0.22059    0.13920
      523  7643.789551   14.75843    0.34751    0.10137
      524  7644.901855   12.19041    0.26639    0.09098
      525  7646.138184   16.69163    0.16838    0.12202
      526  7647.215820   16.41130    0.15398    0.12425
      527  7648.481445   14.75128    0.14612    0.10742
      528  7649.583496   13.18913    0.18336    0.09993
      529  7650.919922   13.95217    0.29094    0.10431
      530  7651.968750   15.28432    0.18601    0.11644
      531  7653.323730  134.20770    0.21974    1.02365
      532  7655.872559   12.79876    0.17350    0.09648
      533  7656.938965   13.41336    0.21899    0.09647
      534  7658.459473   12.67711    0.15203    0.09527
      535  7662.186035  175.28656    0.17182    1.34033
      536  7662.559570  167.29865    0.17863    1.28673
      537  7672.034180   15.74227    0.18442    0.11992
      538  7672.894043   20.13442    0.15373    0.14885
      539  7681.404297   38.04854    0.17751    0.29307
      540  7682.105957   32.08459    0.18360    0.24638
      541  7684.063965   17.01321    0.75025    0.13114
      542  7684.319824   17.39463    0.37066    0.13370
      543  7684.943848   15.97619    0.19883    0.11809
      544  7685.293457   18.96121    0.27204    0.14525
      545  7685.729004   19.59770    0.28284    0.13950
      546  7686.196289   17.54058    0.19721    0.13502
      547  7686.648438   49.28597    0.18238    0.36589
      548  7687.901367   42.61834    0.22004    0.32911
      549  7688.750000   12.17901    0.22810    0.09098
      550  7689.362305   18.33453    0.16415    0.14005
      551  7689.704590   19.29497    0.26070    0.14587
      552  7690.197754   13.67254    0.19745    0.10377
      553  7690.949219   19.21034    0.22205    0.14118
      554  7691.515137   20.86447    0.14932    0.15737
      555  7691.911621   42.66639    0.69045    0.32223
      556  7692.729004   21.52085    0.17713    0.16550
      557  7693.543945   23.36316    0.17999    0.17438
      558  7694.754883   22.97353    0.17137    0.16775
      559  7695.827637   27.41221    0.17405    0.21137
      560  7696.979980   22.20194    0.25340    0.16712
      561  7698.330078   21.55903    0.21438    0.16575
      562  7698.971680   52.14372    0.19223    0.39833
      563  7699.470703   81.11096    0.18414    0.60732
      564  7699.953125   70.58076    0.17979    0.54807
      565  7701.084473   20.09656    0.18272    0.15476
      566  7702.249512   17.24187    0.18751    0.13358
      567  7702.766113   14.06692    0.15689    0.10523
      568  7703.785156   14.92702    0.14908    0.11671
      569  7704.101074   15.58264    0.18154    0.11946
      570  7710.906738   13.90759    0.20055    0.10943
      571  7712.229004  719.93896    0.18398    5.66285
      572  7712.635742 1091.83057    0.18926    8.02304
      573  7713.672363   22.39425    0.19844    0.17537
      574  7713.954590   17.89700    0.24849    0.14074
      575  7715.062500  320.89273    0.19524    2.53447
      576  7715.864258  373.87201    0.18322    2.85891
      577  7716.270508   21.82500    0.16668    0.16729
      578  7716.922363 1313.37280    0.18272   10.06800
