  Table : fluxint_437.tbl 
 Sequence CENTER           INT        FWHM       FLUX      
 -------- ------------ ---------- ---------- ----------
        1  3747.069092    8.98941    0.10690    0.24474
        2  3750.096680    7.60691    0.08854    0.17066
        3  3750.343750    8.09233    0.08728    0.13304
        4  3750.651855    8.15081    0.16169    0.19681
        5  3754.214111    9.44002    0.03560    0.34661
        6  3754.830811   12.69708    0.10383    0.38310
        7  3758.229736    8.63464    0.09256    0.18626
        8  3758.943115    8.22313    0.07889    0.26658
        9  3759.581787    7.49497    0.08859    0.21205
       10  3764.270264    7.38833    0.16675    0.25845
       11  3764.943604    6.84619    0.09079    0.15870
       12  3765.929199    4.86527    0.08870    0.17833
       13  3770.201172    5.56212    0.09824    0.16268
       14  3770.395996    5.00897    0.06869    0.12850
       15  3770.560547    3.99782    0.10000    0.09603
       16  3772.315918    7.48689    0.07014    0.22731
       17  3772.966309    8.80374    0.07545    0.28502
       18  3773.428467    8.89443    0.12035    0.29963
       19  3774.939697    8.22059    0.34643    0.31468
       20  3775.232910    8.16790    0.14439    0.28355
       21  3775.482422    9.15423    0.07337    0.28482
       22  3777.616211    9.56066    0.10372    0.33919
       23  3778.187988    9.56543    0.10687    0.31410
       24  3780.934082    9.53990    0.07028    0.30018
       25  3781.213867    6.98713    0.13531    0.23036
       26  3781.503906    9.74006    0.11565    0.26398
       27  3784.879639    9.34651    0.30294    0.30385
       28  3785.463379    8.66724    0.06946    0.23698
       29  3790.072021    8.95199    0.11604    0.22833
       30  3791.257812    9.00312    0.07399    0.25540
       31  3791.963867    7.96475    0.18466    0.22188
       32  3792.546875    6.68496    0.04254    0.17823
       33  3792.851562    6.34161    0.08647    0.21635
       34  3794.751465    9.26264    0.08340    0.27284
       35  3795.082031    7.03284    0.14293    0.22245
       36  3795.374756    5.84652    0.14195    0.18471
       37  3796.432861    7.57013    0.10077    0.24203
       38  3797.340576    4.46696    0.02967    0.11272
       39  3797.473877    6.49782    0.07610    0.18840
       40  3797.947998    5.77889    0.08581    0.12626
       41  3799.087891    5.42470    0.10344    0.12372
       42  3799.643799    6.29041    0.07341    0.17788
       43  3800.818848    7.29721    0.09019    0.21751
       44  3801.497070    7.39042    0.06847    0.24649
       45  3809.482422    8.30796    0.10592    0.20681
       46  3812.692139    8.46308    0.08363    0.27882
       47  3813.425537    9.68617    0.09730    0.32962
       48  3814.061523    7.31302    0.11634    0.26423
       49  3814.835938    9.33035    0.16093    0.36821
       50  3815.439941    7.51639    0.10068    0.24761
       51  3815.809570    9.21473    0.31448    0.23706
       52  3816.458252    7.31470    0.08018    0.20574
       53  3816.958496    7.61293    0.20561    0.29373
       54  3817.759521   10.02813    0.02146    0.19406
       55  3818.249268    9.20046    0.06991    0.28615
       56  3819.002686   13.02662    0.07602    0.37342
       57  3819.687256    9.87777    0.14733    0.22246
       58  3820.513428   18.90205    0.06987    0.61960
       59  3820.802734    4.19222    0.12210    0.20295
       60  3821.369873    7.79008    0.08576    0.30241
       61  3821.662354    4.92727    0.06689    0.16096
       62  3822.060303    5.79931    0.08186    0.19891
       63  3822.239990   10.05875    0.08687    0.33845
       64  3822.567383    4.96141    0.19358    0.14108
       65  3823.215332    7.80401    0.10333    0.28153
       66  3824.119141    8.98072    0.07098    0.37466
       67  3824.279297    4.89451    0.06478    0.16867
       68  3825.201172    7.60333    0.09270    0.24368
       69  3826.181885    8.48774    0.11191    0.29560
       70  3826.636963    6.35514    0.06320    0.19928
       71  3827.035400    5.08559    0.12556    0.17060
       72  3827.386230    6.56709    0.12094    0.17263
       73  3828.408936   10.28556    0.07477    0.32400
       74  3828.567627    9.26705    0.05829    0.30077
       75  3829.128906    9.18417    0.08252    0.26934
       76  3829.550293   10.09723    0.07066    0.36015
       77  3830.143799    6.21016    0.07151    0.19487
       78  3830.319580    8.99959    0.10208    0.30099
       79  3830.630615   11.62218    0.10032    0.40626
       80  3830.830322   17.65476    0.09529    0.60088
       81  3830.980957    5.28026    0.13434    0.17866
       82  3831.246582    6.62574    0.16400    0.16954
       83  3832.103027   11.52225    0.15821    0.37068
       84  3832.434814    9.31060    0.08405    0.25096
       85  3832.691650   14.51872    0.10060    0.44059
       86  3832.913574    8.05308    0.17293    0.25812
       87  3833.382812    9.13104    0.08056    0.20349
       88  3833.543945    6.46834    0.09537    0.23322
       89  3834.534912   16.04384    0.09570    0.54176
       90  3835.104492   15.67043    0.09951    0.32020
       91  3837.510986   11.99494    0.14646    0.44113
       92  3837.809082    9.43513    0.17154    0.26568
       93  3838.113525   12.28600    0.10579    0.38203
       94  3839.083984    8.49834    0.08922    0.25252
       95  3841.370361   10.05121    0.07225    0.34494
       96  3841.697998   12.95133    0.09005    0.45068
       97  3842.160645    7.28689    0.09504    0.26256
       98  3845.199463    9.21486    0.06326    0.31423
       99  3845.344238    9.04821    0.05091    0.29481
      100  3845.504639    9.36010    0.09707    0.30438
      101  3845.896240   11.30013    0.19185    0.37066
      102  3847.198730    6.09113    0.11338    0.20176
      103  3847.514893    8.97565    0.15471    0.29023
      104  3848.172852    6.36473    0.08745    0.24225
      105  3848.929443    4.06880    0.13054    0.14087
      106  3849.927246    6.99334    0.07792    0.24036
      107  3850.109863    6.43018    0.04860    0.25295
      108  3850.264160    7.52250    0.09747    0.25055
      109  3850.609131    7.53496    0.12358    0.28010
      110  3850.880371    5.43836    0.09404    0.19447
      111  3852.553955    5.28876    0.00183    0.13945
      112  3854.150146    5.52304    0.05219    0.16882
      113  3855.250000    7.18154    0.11317    0.25126
      114  3855.954102    7.68094    0.11061    0.25457
      115  3864.605713    7.25145    0.09464    0.21516
      116  3865.188965    5.98808    0.11096    0.13799
      117  3875.606934    6.46025    0.12503    0.20496
      118  3882.912109    6.04032    0.10456    0.18379
      119  3888.641357    6.78984    0.15000    0.66859
      120  3890.065674    5.53430    0.09897    0.21266
      121  3904.575195   13.05567    0.11825    0.40272
      122  3904.836914   11.11193    0.11957    0.38043
      123  3905.289795    8.66384    0.11508    0.31475
