57420.23477264 11.82659721 0.03797362 0.00000000
57420.23619728 11.91661072 0.04178526 0.00000000
57420.23762194 11.92603779 0.04193199 0.00000000
57420.23904659 11.86393547 0.03858938 0.00000000
57420.24047124 11.91780472 0.04207168 0.00000000
57420.24189589 11.87977123 0.04083779 0.00000000
57420.24332054 11.91867733 0.04094253 0.00000000
57420.24474519 11.93699646 0.04115979 0.00000000
57420.24616985 11.86623192 0.04101584 0.00000000
57420.24759449 11.89356232 0.04092734 0.00000000
57420.24901915 12.00707150 0.04464050 0.00000000
57420.25044380 11.89285088 0.04098219 0.00000000
57420.25186844 11.99835873 0.04646259 0.00000000
57420.25329310 11.97901154 0.04337537 0.00000000
57420.25471775 11.88916492 0.04142230 0.00000000
57420.25614240 11.94212246 0.04315992 0.00000000
57420.25756705 11.97730255 0.04312243 0.00000000
57420.25899170 11.93130875 0.04220042 0.00000000
57420.26041635 11.87745380 0.04128380 0.00000000
57420.26184100 11.97054100 0.04411410 0.00000000
57420.26326566 11.97709846 0.04453414 0.00000000
57420.26469031 11.96456242 0.04618673 0.00000000
57420.26611495 12.07184410 0.04702840 0.00000000
57420.26753961 11.95829296 0.04376580 0.00000000
57420.26896425 12.09383774 0.04895765 0.00000000
57420.27038891 12.09770679 0.04860510 0.00000000
57420.27181356 12.06988621 0.05044680 0.00000000
57420.27323821 12.09687233 0.04892229 0.00000000
57420.27608751 12.04676437 0.03982673 0.00000000
57420.27751216 12.07749557 0.04057829 0.00000000
57420.27893681 12.12633324 0.04069820 0.00000000
57420.28036146 12.13759327 0.04161072 0.00000000
57420.28178611 12.06553650 0.03803077 0.00000000
57420.28321076 12.22444344 0.04688835 0.00000000
57420.28463542 12.21081924 0.04484247 0.00000000
57420.28606006 12.10993958 0.04275361 0.00000000
57420.28748472 12.24871635 0.04931079 0.00000000
57420.28890937 12.22916317 0.04381841 0.00000000
57420.29033402 12.34519100 0.05161541 0.00000000
57420.29175866 12.23267078 0.04630313 0.00000000
57420.29318332 12.29766560 0.04951153 0.00000000
57420.29460797 12.46210861 0.05627191 0.00000000
57420.29603262 12.20050049 0.04474233 0.00000000
57420.29745728 12.31905842 0.05080907 0.00000000
57420.29888192 12.61855698 0.06726877 0.00000000
57420.30030657 12.54208279 0.06219648 0.00000000
57420.30173123 12.50813675 0.05878516 0.00000000
57420.30315587 12.55887985 0.06158382 0.00000000
57420.30458052 12.39878368 0.05523159 0.00000000
57420.30600518 12.43375111 0.05510350 0.00000000
57420.30742983 12.67364216 0.07061964 0.00000000
57420.30885448 12.51277733 0.06055559 0.00000000
57420.31027913 12.75834179 0.07654262 0.00000000
57420.31170378 12.46118641 0.05729438 0.00000000
57420.31312843 12.61820984 0.06723404 0.00000000
57420.31455308 12.65438175 0.06939919 0.00000000
57420.31597773 12.65272617 0.06892298 0.00000000
57420.31740238 12.61903477 0.06653417 0.00000000
57420.31882704 12.58149529 0.06396909 0.00000000
57420.32025169 12.52897072 0.06164633 0.00000000
57420.32167634 12.57788944 0.06058721 0.00000000
57420.32310099 12.39364433 0.06047861 0.00000000
57420.32452564 12.44272709 0.05636698 0.00000000
57420.32595029 12.25256538 0.05065214 0.00000000
57420.32737494 12.39697456 0.05382266 0.00000000
57420.32879959 12.26827812 0.04866628 0.00000000
57420.33022424 12.27224922 0.04763800 0.00000000
